country,city,university,program,level,duration_years,tuition_usd,living_cost_index,rent_usd,visa_fee_usd,insurance_usd,exchange_rate,total_cost,rank,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,no_of_indian_students,percentage,rank_2025,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
Japan,Kyoto,Kyoto University,Computer Science,Master,2.0,8500,71.8,900,220,750,145.8,19770.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,50,98.8,18,99.0,13,94.2,68,39.3,357,15.9,653,19.0,566,85.7,236,72.8,147,85.2,124=,76
Japan,Nagoya,Nagoya University,Information Science,Bachelor,4.0,7800,68.5,750,220,750,145.8,35170.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,152,63.2,108,65.8,117,84.7,107,25.4,494,14.5,671,19.6,550,64.8,559,21.5,533,75.0,186=,51.9
Japan,Sendai,Tohoku University,Software Engineering,Master,2.0,8200,65.4,650,220,750,145.8,18670.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,107,73.8,84,82.8,67,97.8,47,23.9,510,14.1,682,11.4,689,68.3,510,22.6,507,78.6,164=,58.8
Japan,Fukuoka,Kyushu University,Computer Engineering,Bachelor,4.0,7500,64.8,600,220,750,145.8,33370.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,167,58.3,133,66.5,113,78.4,149,27.9,466,18.7,613=,14.1,640,69.9,488,15.1,657,77.6,170=,50.3
Japan,Sapporo,Hokkaido University,Data Science,Master,2.0,8100,63.5,550,220,750,145.8,18270.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,173,59.0,128,63.3,125,76.2,158,26.0,485,18.7,613=,12.1,677,77.7,365,15.5,645,78.1,168,49.8
Japan,Tsukuba,University of Tsukuba,Information Systems,Bachelor,4.0,7200,64.2,600,220,750,145.8,32170.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,377,36.6,237,22.5,416,54.7,278,17.3,594,12.4,701+,19.3,561,66.9,525,9.8,701+,63.4,249,31.1
Japan,Kobe,Kobe University,Computer Science,Master,2.0,7900,67.8,700,220,750,145.8,18170.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,465,28.4,309,33.2,281,43.9,356,11.4,701+,7.0,701+,5.6,701+,55.0,698,15.0,662,49.8,319=,25.8
Japan,Kanazawa,Kanazawa University,Software Engineering,Bachelor,4.0,7100,62.5,500,220,750,145.8,31370.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,901-950,10.5,601+,3.9,601+,55.1,275,12.2,686,8.1,701+,5.8,701+,31.9,701+,1.8,701+,1.6,701+,
Japan,Hiroshima,Hiroshima University,Information Technology,Master,2.0,7600,63.8,550,220,750,145.8,17270.0,46.0,46.1,13.4,30.4,53.7,27.8,117.0,879.0,0.19673363966186,474,24.1,363,12.3,601+,75.9,161,8.9,701+,13.2,701+,12.9,660,70.1,485,6.9,701+,50.8,315=,25.2
Kuwait,Kuwait City,Kuwait University,Data Science,Master,2.0,3500,71.2,800,140,700,0.31,9440.0,52.0,42.1,22.6,32.7,34.5,36.4,161.8,79.0,0.0176814078876984,801-850,14.7,593,7.9,601+,6.8,701+,2.9,701+,20.4,591,19.4,558,39.3,701+,93.8,58,17.1,562,
Lebanon,Byblos,Lebanese American University,Data Engineering,Master,2.0,18000,55.4,500,150,500,15000.0,37650.0,54.0,41.8,13.4,28.1,32.2,37.1,25.4,2.0,0.0004476305794354,701-710,13.5,601+,20.3,448,29.1,532,3.7,701+,73.3,273,19.6,551,36.5,701+,19.9,565,19.5,544,
Lebanon,Tripoli,Lebanese University,Computer Science,PhD,4.0,2000,52.1,400,150,500,15000.0,10250.0,54.0,41.8,13.4,28.1,32.2,37.1,25.4,2.0,0.0004476305794354,567,29.0,304,34.4,274,10.1,701+,2.2,701+,43.8,402,29.5,435,43.7,701+,29.9,418,5.8,701+,21.9
Luxembourg,Luxembourg City,University of Luxembourg,Artificial Intelligence,Master,2.0,400,83.2,1400,100,800,0.92,4500.0,20.0,62.4,40.5,51.9,64.1,68.7,182.5,,,355,9.2,601+,4.5,601+,80.8,128,25.2,495,100.0,16,100.0,26,70.1,486,52.8,240,3.1,701+,32.1
Mexico,Monterrey,Tecnológico de Monterrey,Data Science,Master,2.0,12000,48.9,700,40,400,17.05,25840.0,60.0,40.2,15.5,28.4,43.4,35.7,45.4,100.0,0.0223815289717701,185,53.8,149,91.4,47,62.5,223,2.4,701+,20.8,589,10.6,701+,56.6,670,96.1,43,54.4,291=,48.1
Mexico,Merida,Universidad Autonoma de Yucatan,Computer Engineering,Master,2.0,3500,43.2,400,40,400,17.05,8240.0,60.0,40.2,15.5,28.4,43.4,35.7,45.4,100.0,0.0223815289717701,1401+,5.5,601+,1.5,601+,4.9,701+,2.4,701+,2.2,701+,1.1,701+,10.1,701+,1.6,701+,1.0,701+,
Netherlands,Amsterdam,University of Amsterdam,Artificial Intelligence,Master,1.0,15800,73.2,1500,180,720,0.92,18200.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,55,83.8,60,52.1,163,21.4,648,92.2,67,96.0,139,87.5,138,96.3,50,79.8,124,38.2,384=,73.7
Netherlands,Enschede,University of Twente,Artificial Intelligence,Bachelor,3.0,11200,65.4,750,180,720,0.92,36750.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,233,20.7,424,32.0,294,43.3,362,61.3,193,100.0,83,90.4,119,87.6,202,20.0,562,13.8,603,42.7
Netherlands,Groningen,University of Groningen,Computing Science,Master,2.0,14800,66.8,800,180,720,0.92,32100.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,159,52.3,156,34.4,275,49.3,318,41.2,339,93.2,168,83.5,161,94.1,97,40.0,319,40.1,368,51.3
Netherlands,Tilburg,Tilburg University,Information Systems,Bachelor,3.0,11300,65.8,750,180,720,0.92,37050.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,347,14.7,594,32.5,291,10.5,701+,55.1,229,98.4,114,60.6,245,56.8,667,14.3,685,15.2,590=,32.8
Netherlands,Utrecht,Utrecht University,Game Technology,Master,2.0,15200,70.2,1000,180,720,0.92,33300.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,105,66.5,103,38.8,244,31.0,508,79.5,112,55.7,337,19.4,559,97.3,37,54.7,228,61.9,258=,59.1
Netherlands,Leiden,Leiden University,Computer Engineering,Bachelor,3.0,11400,69.5,950,180,720,0.92,37950.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,141,68.4,95,32.9,288,21.3,649,54.5,234,85.0,220,51.7,284,95.2,72,48.8,263,25.5,488=,53.6
Netherlands,Amsterdam,University of Amsterdam,Artificial Intelligence,PhD,4.0,15000,81.2,1300,171,720,0.92,66091.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,55,83.8,60,52.1,163,21.4,648,92.2,67,96.0,139,87.5,138,96.3,50,79.8,124,38.2,384=,73.7
Netherlands,Utrecht,Utrecht University,Data Science,Bachelor,3.0,13900,75.4,1100,171,720,0.92,45891.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,105,66.5,103,38.8,244,31.0,508,79.5,112,55.7,337,19.4,559,97.3,37,54.7,228,61.9,258=,59.1
Netherlands,Groningen,University of Groningen,Computing Science,PhD,4.0,14200,71.2,900,171,720,0.92,61291.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,159,52.3,156,34.4,275,49.3,318,41.2,339,93.2,168,83.5,161,94.1,97,40.0,319,40.1,368,51.3
Netherlands,Tilburg,Tilburg University,Data Science,Master,2.0,14000,70.5,950,171,720,0.92,30791.0,18.0,63.1,33.5,48.9,59.9,61.2,124.9,,,347,14.7,594,32.5,291,10.5,701+,55.1,229,98.4,114,60.6,245,56.8,667,14.3,685,15.2,590=,32.8
New Zealand,Dunedin,University of Otago,Information Systems,Master,2.0,29000,70.2,900,330,600,1.65,60730.0,13.0,64.6,25.9,46.0,71.9,57.1,121.0,32000.0,7.16208927096646,214,45.0,187,24.6,388,12.8,701+,38.8,361,100.0,50,37.6,375,79.5,332,59.1,208,96.0,48,44.4
New Zealand,Hamilton,University of Waikato,Environmental Science,Master,2.0,28500,68.9,850,330,600,1.65,59630.0,13.0,64.6,25.9,46.0,71.9,57.1,121.0,32000.0,7.16208927096646,235,19.1,473,11.7,601+,12.4,701+,84.7,94,99.0,107,56.9,261,55.1,697,46.4,276,89.5,99,42.5
New Zealand,Palmerston North,Massey University,Computer Engineering,Bachelor,3.0,27500,67.5,800,330,600,1.65,85830.0,13.0,64.6,25.9,46.0,71.9,57.1,121.0,32000.0,7.16208927096646,239,30.1,293,14.0,585,48.0,324,27.4,473,98.5,112,95.2,96,85.1,244,49.2,259,91.4,81=,41.8
Nigeria,Lagos,University of Lagos,Computer Engineering,Bachelor,4.0,2500,40.2,400,180,300,860.2,12080.0,86.0,31.4,22.1,27.0,37.5,20.6,11.0,,,1001-1200,8.4,601+,7.5,601+,2.2,701+,2.6,701+,,,,,34.0,701+,87.6,91,1.3,701+,
Norway,Oslo,University of Oslo,Environmental Science,Bachelor,3.0,0,75.6,1400,135,450,10.45,4785.0,6.0,76.0,26.2,52.1,79.0,73.5,114.7,250.0,0.0559538224294254,119,55.6,139,16.0,534,73.8,175,55.7,225,91.6,180,31.7,416,97.3,35,80.9,121,72.1,208=,56.1
Norway,Oslo,University of Oslo,Computer Science,Master,2.0,0,83.2,1400,275,700,10.45,3775.0,6.0,76.0,26.2,52.1,79.0,73.5,114.7,250.0,0.0559538224294254,119,55.6,139,16.0,534,73.8,175,55.7,225,91.6,180,31.7,416,97.3,35,80.9,121,72.1,208=,56.1
Norway,Bergen,University of Bergen,Artificial Intelligence,Master,2.0,0,74.3,1200,275,700,10.45,3375.0,6.0,76.0,26.2,52.1,79.0,73.5,114.7,250.0,0.0559538224294254,291,31.6,280,8.3,601+,64.9,205,28.3,460,93.3,167,16.9,589,90.7,160,63.9,184,33.6,416=,37.1
Norway,Stavanger,University of Stavanger,Petroleum Engineering,Master,2.0,0,72.4,1100,275,700,10.45,3175.0,6.0,76.0,26.2,52.1,79.0,73.5,114.7,250.0,0.0559538224294254,801-850,7.1,601+,5.8,601+,84.6,108,5.0,701+,,,,,69.6,489,10.0,701+,5.1,701+,
Panama,La Chorrera,Universidad Metropolitana,Computer Science,Master,2.0,6000,43.5,350,100,400,1.0,13200.0,45.0,46.4,20.1,33.8,48.3,42.2,42.2,,,1201-1400,7.6,601+,15.1,555,4.4,701+,1.1,701+,4.4,701+,1.6,701+,1.1,701+,25.9,456,,,
Peru,Piura,Universidad de Piura,Information Systems,Master,2.0,7200,38.5,250,120,350,3.75,15370.0,95.0,30.0,9.6,20.2,31.5,21.3,34.8,,,1201-1400,7.5,601+,10.7,601+,5.0,701+,1.2,701+,5.7,701+,1.1,701+,3.3,701+,12.5,701+,1.0,701+,
Poland,Krakow,Jagiellonian University,Software Development,Master,2.0,2800,52.4,600,80,400,4.1,7280.0,59.0,40.8,17.1,29.5,36.8,35.0,85.8,2500.0,0.559538224294254,312,37.8,228,46.4,199,65.1,203,5.5,701+,5.7,701+,15.4,615,88.6,188,51.3,249,35.4,400=,35
Poland,Gdansk,Gdansk University of Technology,Cybersecurity,Master,2.0,2500,49.8,520,80,400,4.1,6520.0,59.0,40.8,17.1,29.5,36.8,35.0,85.8,2500.0,0.559538224294254,801-850,9.4,601+,15.2,553,29.6,527,12.7,676,5.3,701+,4.0,701+,65.8,546,3.2,701+,33.3,418=,
Poland,Lodz,Lodz University of Technology,Software Engineering,Master,2.0,2400,48.5,500,80,400,4.1,6280.0,59.0,40.8,17.1,29.5,36.8,35.0,85.8,2500.0,0.559538224294254,1001-1200,5.0,601+,3.4,601+,46.2,335,8.9,701+,3.3,701+,4.0,701+,50.7,701+,3.2,701+,4.0,701+,
Portugal,Porto,University of Porto,Software Engineering,Master,2.0,6500,62.4,700,75,400,0.92,14875.0,50.0,45.1,24.0,35.0,43.8,36.9,56.9,,,278,41.3,206,17.9,492,10.8,701+,59.6,205,6.6,701+,19.8,543,95.1,77,39.1,327,53.1,298=,38.1
Portugal,Coimbra,University of Coimbra,Data Science,Bachelor,3.0,6000,58.9,600,75,400,0.92,20275.0,50.0,45.1,24.0,35.0,43.8,36.9,56.9,,,355,29.4,301,10.8,601+,10.3,701+,49.8,264,8.1,701+,22.9,504,91.2,154,31.1,404,75.8,181=,32.1
Portugal,Braga,University of Minho,Computer Science,Master,2.0,6200,57.8,550,75,400,0.92,13975.0,50.0,45.1,24.0,35.0,43.8,36.9,56.9,,,611-620,15.6,565,7.1,601+,26.5,566,21.0,543,15.9,652,14.9,624,83.7,268,8.6,701+,52.1,305=,
Portugal,Aveiro,University of Aveiro,Robotics,PhD,4.0,6800,56.7,500,75,400,0.92,29675.0,50.0,45.1,24.0,35.0,43.8,36.9,56.9,,,359,13.9,601+,5.6,601+,11.1,701+,90.6,73,4.2,701+,15.3,617,89.0,183,2.7,701+,57.7,276=,31.9
Romania,Cluj-Napoca,Babes-Bolyai University,Data Science,Master,2.0,2200,43.8,400,120,350,4.65,5670.0,69.0,37.5,9.9,24.2,36.6,35.5,63.8,200.0,0.0447630579435403,781-790,15.5,569,19.5,463,5.3,701+,4.4,701+,7.8,701+,3.8,701+,80.1,321,26.7,445,42.7,354,
Romania,Iasi,Alexandru Ioan Cuza University,Information Systems,Master,2.0,2100,41.8,350,120,350,4.65,5370.0,69.0,37.5,9.9,24.2,36.6,35.5,63.8,200.0,0.0447630579435403,1201-1400,7.5,601+,11.9,601+,5.5,701+,3.0,701+,3.5,701+,9.6,701+,40.2,701+,14.3,684,3.2,701+,
Romania,Craiova,University of Craiova,Software Development,PhD,4.0,2200,38.9,300,120,350,4.65,10470.0,69.0,37.5,9.9,24.2,36.6,35.5,63.8,200.0,0.0447630579435403,1401+,4.5,601+,2.2,601+,3.2,701+,2.1,701+,,,,,21.8,701+,13.4,701+,1.0,701+,
Russia,Saint Petersburg,ITMO University,Data Science,Master,2.0,5000,60.1,550,160,400,95.5,11660.0,89.0,31.0,10.0,20.9,28.8,28.0,50.6,,,595,10.5,601+,13.0,601+,95.5,59,5.4,701+,20.3,592,36.2,382,65.3,550,1.9,701+,1.2,701+,20.9
Russia,Novosibirsk,Novosibirsk State University,Mathematics,Master,2.0,4800,55.4,400,160,400,95.5,10960.0,89.0,31.0,10.0,20.9,28.8,28.0,50.6,,,442,24.7,354,18.4,480,91.0,81,9.5,701+,6.3,701+,57.0,259,56.5,671,5.8,701+,5.3,701+,26.8
Russia,Tomsk,Tomsk State University,Software Engineering,Master,2.0,4600,51.2,350,160,400,95.5,10460.0,89.0,31.0,10.0,20.9,28.8,28.0,50.6,,,431,22.0,403,13.5,601+,99.0,36,4.2,701+,21.6,574,91.6,113,64.1,571,4.4,701+,1.4,701+,27.6
Russia,Rostov-on-Don,Southern Federal University,Information Technology,Bachelor,4.0,4200,49.8,350,160,400,95.5,18760.0,89.0,31.0,10.0,20.9,28.8,28.0,50.6,,,951-1000,6.6,601+,3.8,601+,67.9,194,1.9,701+,2.9,701+,25.2,477,40.1,701+,1.8,701+,1.2,701+,
Saudi Arabia,Riyadh,King Saud University,Computer Science,Master,2.0,7800,52.4,800,250,600,3.75,18050.0,48.0,45.3,11.3,29.0,41.6,30.9,134.9,850.0,0.190242996260047,200,39.4,216,28.7,332,54.3,281,40.0,354,99.4,98,15.0,622,95.1,75,99.0,17,33.0,420=,46.2
Saudi Arabia,Riyadh,King Saud University,Data Science,PhD,4.0,5000,72.5,800,200,800,3.75,24200.0,48.0,45.3,11.3,29.0,41.6,30.9,134.9,850.0,0.190242996260047,200,39.4,216,28.7,332,54.3,281,40.0,354,99.4,98,15.0,622,95.1,75,99.0,17,33.0,420=,46.2
Saudi Arabia,Tabuk,University of Tabuk,Computer Engineering,Bachelor,4.0,4100,63.2,580,200,800,3.75,19720.0,48.0,45.3,11.3,29.0,41.6,30.9,134.9,850.0,0.190242996260047,1001-1200,5.2,601+,2.4,601+,18.7,701+,3.0,701+,92.4,174,2.2,701+,38.0,701+,2.2,701+,1.0,701+,
Saudi Arabia,Al-Ahsa,King Faisal University,Information Systems,Master,2.0,4200,64.2,600,200,800,3.75,10600.0,48.0,45.3,11.3,29.0,41.6,30.9,134.9,850.0,0.190242996260047,761-770,16.4,545,12.7,601+,14.5,701+,2.7,701+,98.0,121,3.9,701+,59.3,640,8.7,701+,1.5,701+,
Serbia,Belgrade,University of Belgrade,Information Systems,Master,2.0,2800,48.5,350,90,320,108.5,6710.0,68.0,37.7,12.4,25.6,36.0,31.2,50.2,1.0,0.0002238152897177,731-740,17.6,514,8.4,601+,4.6,701+,5.3,701+,2.8,701+,4.0,701+,95.2,73,96.4,40,3.7,701+,
Serbia,Novi Sad,University of Novi Sad,Software Engineering,PhD,4.0,2600,45.8,320,90,320,108.5,12090.0,68.0,37.7,12.4,25.6,36.0,31.2,50.2,1.0,0.0002238152897177,1001-1200,8.4,601+,5.9,601+,8.8,701+,3.6,701+,,,,,79.4,334,21.3,538,1.2,701+,
Serbia,Kragujevac,University of Kragujevac,Data Engineering,Bachelor,4.0,2400,43.5,280,90,320,108.5,11130.0,68.0,37.7,12.4,25.6,36.0,31.2,50.2,1.0,0.0002238152897177,1201-1400,3.9,601+,3.0,601+,8.5,701+,3.7,701+,1.0,701+,1.1,701+,44.1,701+,9.3,701+,1.0,701+,
Singapore,Singapore,Singapore Management University,Information Systems,Bachelor,4.0,31800,81.1,1500,90,800,1.34,134090.0,4.0,76.7,67.2,72.1,74.6,50.4,111.1,,,585,12.3,601+,14.2,578,10.2,701+,18.8,572,100.0,46,58.9,251,20.8,701+,27.1,443,26.3,478=,21.2
Singapore,Singapore,Singapore Management University,Data Analytics,Bachelor,4.0,38000,83.8,1150,90,800,1.35,157490.0,4.0,76.7,67.2,72.1,74.6,50.4,111.1,,,585,12.3,601+,14.2,578,10.2,701+,18.8,572,100.0,46,58.9,251,20.8,701+,27.1,443,26.3,478=,21.2
Slovenia,Ljubljana,University of Ljubljana,Computer Engineering,PhD,4.0,4500,62.4,500,80,450,0.92,20530.0,38.0,49.9,18.7,34.9,49.0,43.4,80.9,,,596,19.9,451,9.2,601+,33.3,474,5.9,701+,4.2,701+,9.7,701+,84.8,249,97.6,32,4.9,701+,20.8
Slovenia,Maribor,University of Maribor,Data Science,Master,2.0,4200,58.5,450,80,450,0.92,9830.0,38.0,49.9,18.7,34.9,49.0,43.4,80.9,,,901-950,8.0,601+,6.6,601+,29.2,530,6.8,701+,1.8,701+,13.0,658,61.0,622,33.4,380,9.1,686=,
Slovenia,Koper,University of Primorska,Information Technology,Bachelor,3.0,4000,57.2,420,80,450,0.92,13790.0,38.0,49.9,18.7,34.9,49.0,43.4,80.9,,,1201-1400,3.7,601+,2.5,601+,8.9,701+,4.1,701+,25.0,534,26.4,459,46.3,701+,4.2,701+,1.0,701+,
South Africa,Cape Town,University of Cape Town,Computer Science,Bachelor,3.0,5900,49.2,600,140,400,18.72,20040.0,78.0,34.5,11.5,23.5,29.7,29.5,102.8,,,171,45.2,185,51.8,170,13.8,701+,46.8,294,56.5,335,19.2,563,97.3,36,95.8,46,95.6,50=,50
Spain,Seville,Universidad de Sevilla,Robotics,Master,2.0,3000,65.4,750,80,750,0.92,8330.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,462,39.1,221,12.6,601+,18.4,701+,8.2,701+,3.5,701+,18.9,567,91.4,152,16.0,634,67.4,231,26
Spain,Bilbao,University of the Basque Country,Computer Science,PhD,4.0,3400,67.8,850,80,750,0.92,17830.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,641-650,19.5,461,7.3,601+,32.8,480,19.0,569,2.4,701+,3.5,701+,90.8,159,22.8,500,7.3,701+,
Spain,Granada,University of Granada,Artificial Intelligence,Master,2.0,2800,64.5,700,80,750,0.92,7830.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,431,44.4,191,14.1,581,5.7,701+,26.2,482,3.1,701+,14.8,628,96.3,52,4.9,701+,26.3,478=,27.6
Spain,Salamanca,University of Salamanca,Data Science,PhD,4.0,3100,62.1,600,80,750,0.92,15630.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,539,26.9,328,14.6,567,26.0,570,6.2,701+,6.9,701+,14.9,625,80.0,322,23.4,484,69.5,223=,22.8
Spain,Barcelona,Universitat de Barcelona,Data Science,Master,2.0,3800,73.6,1000,80,750,0.92,10430.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,165,73.7,85,30.3,312,12.4,701+,38.1,364,23.1,559,26.3,461,96.8,44,71.5,153,92.2,76=,50.7
Spain,Seville,Universidad de Sevilla,Computer Engineering,Master,2.0,3000,65.4,750,80,750,0.92,8330.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,462,39.1,221,12.6,601+,18.4,701+,8.2,701+,3.5,701+,18.9,567,91.4,152,16.0,634,67.4,231,26
Spain,Bilbao,University of the Basque Country,Information Technology,Master,2.0,3400,67.8,850,80,750,0.92,9330.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,641-650,19.5,461,7.3,601+,32.8,480,19.0,569,2.4,701+,3.5,701+,90.8,159,22.8,500,7.3,701+,
Spain,Salamanca,University of Salamanca,Information Systems,Master,2.0,3100,62.1,600,80,750,0.92,8230.0,40.0,47.3,22.9,35.6,46.0,44.1,92.1,,,539,26.9,328,14.6,567,26.0,570,6.2,701+,6.9,701+,14.9,625,80.0,322,23.4,484,69.5,223=,22.8
Sweden,Lund,Lund University,Neuroscience,PhD,4.0,0,69.5,1000,110,400,10.45,4510.0,25.0,59.3,20.9,40.9,60.8,54.7,122.6,2340.0,0.523727777939422,75,68.3,96,52.5,160,55.5,271,44.6,309,97.4,124,73.4,198,96.7,48,86.5,95,99.6,8,65.6
Sweden,Uppsala,Uppsala University,Mathematics,Bachelor,3.0,0,72.3,900,120,750,10.45,3570.0,25.0,59.3,20.9,40.9,60.8,54.7,122.6,2340.0,0.523727777939422,103,61.4,115,33.7,277,52.0,292,42.3,326,99.4,99,81.1,170,96.7,49,68.4,171,99.2,11=,59.3
Sweden,Lund,Lund University,Physics,PhD,4.0,0,73.4,1000,120,750,10.45,4870.0,25.0,59.3,20.9,40.9,60.8,54.7,122.6,2340.0,0.523727777939422,75,68.3,96,52.5,160,55.5,271,44.6,309,97.4,124,73.4,198,96.7,48,86.5,95,99.6,8,65.6
Sweden,Linköping,Linköping University,Computer Science,Master,2.0,0,69.8,850,120,750,10.45,2570.0,25.0,59.3,20.9,40.9,60.8,54.7,122.6,2340.0,0.523727777939422,304,18.5,489,26.6,360,37.9,420,45.4,304,81.9,231,32.6,409,84.6,253,42.4,305,41.0,360=,35.8
Switzerland,Lausanne,EPFL,Computer Science,Master,2.0,1460,89.8,1900,88,1200,0.89,8008.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,26,84.2,56,67.2,111,91.2,80,93.6,57,100.0,28,100.0,14,81.7,291,27.2,440,86.7,114=,83.5
Switzerland,Geneva,University of Geneva,Data Science,Bachelor,3.0,1380,90.5,2000,88,1200,0.89,11428.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,155,45.5,183,17.2,499,40.4,387,62.4,189,100.0,51,97.6,74,94.2,93,49.5,258,42.3,355=,51.6
Switzerland,Bern,University of Bern,Software Engineering,Master,2.0,1420,85.4,1700,88,1200,0.89,7528.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,161,29.7,298,16.1,530,45.9,338,99.3,22,100.0,48,38.0,370,93.8,103,30.7,410,52.1,305=,51.2
Switzerland,Basel,University of Basel,Computational Science,Master,2.0,1440,87.5,1800,88,1200,0.89,7768.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,131,26.6,331,13.5,601+,61.4,232,94.5,53,100.0,44,85.8,147,89.4,176,69.9,160,44.6,343=,54.3
Switzerland,Lausanne,EPFL,Computer Science,PhD,4.0,1500,119.8,1900,140,1200,0.89,14940.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,26,84.2,56,67.2,111,91.2,80,93.6,57,100.0,28,100.0,14,81.7,291,27.2,440,86.7,114=,83.5
Switzerland,Geneva,University of Geneva,Data Science,Master,2.0,1500,116.5,1800,140,1200,0.89,7940.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,155,45.5,183,17.2,499,40.4,387,62.4,189,100.0,51,97.6,74,94.2,93,49.5,258,42.3,355=,51.6
Switzerland,Basel,University of Basel,Data Science,Master,2.0,1500,114.3,1700,140,1200,0.89,7740.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,131,26.6,331,13.5,601+,61.4,232,94.5,53,100.0,44,85.8,147,89.4,176,69.9,160,44.6,343=,54.3
Switzerland,Bern,University of Bern,Data Science,Master,2.0,1500,110.4,1500,140,1200,0.89,7340.0,1.0,101.1,46.5,74.9,109.1,97.0,158.7,445.0,0.0995978039243772,161,29.7,298,16.1,530,45.9,338,99.3,22,100.0,48,38.0,370,93.8,103,30.7,410,52.1,305=,51.2
Thailand,Bangkok,Chulalongkorn University,Computer Science,Bachelor,4.0,3800,46.5,450,140,300,35.2,17440.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,229,68.2,97,35.9,261,31.7,499,7.5,701+,18.7,617,3.0,701+,79.6,331,93.6,60,73.2,198=,43.4
Thailand,Bangkok,Chulalongkorn University,Software Engineering,Master,2.0,15000,51.4,500,80,350,35.25,31430.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,229,68.2,97,35.9,261,31.7,499,7.5,701+,18.7,617,3.0,701+,79.6,331,93.6,60,73.2,198=,43.4
Thailand,Chiang Mai,Chiang Mai University,Data Science,Bachelor,4.0,12000,45.6,300,80,350,35.25,49630.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,567,34.8,252,17.1,501,17.3,701+,4.2,701+,4.8,701+,4.2,701+,62.5,596,19.1,578,56.1,282=,21.9
Thailand,Khon Kaen,Khon Kaen University,Information Technology,Master,2.0,11000,42.5,250,80,350,35.25,22930.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,951-1000,17.2,524,10.7,601+,7.4,701+,4.4,701+,5.3,701+,2.3,701+,50.9,701+,4.4,701+,31.8,431,
Thailand,Phuket,Prince of Songkla University,Computer Engineering,Master,2.0,10000,44.8,300,80,350,35.25,21030.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,951-1000,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,
Thailand,Hat Yai,Prince of Songkla University,Software Engineering,Bachelor,4.0,9500,43.2,280,80,350,35.25,39550.0,79.0,34.1,11.2,23.1,40.5,18.3,40.8,,,951-1000,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,
