rank_2025,institution_name,location,university_rating,gre_score,toefl_score,sop,lor,cgpa,research,chance_of_admit
271.0,Beijing Normal University ,China (Mainland),3,320,120,4.0,4.5,9.11,0,0.86
271.0,Beijing Normal University ,China (Mainland),3,330,114,4.5,4.5,9.24,1,0.9
271.0,Beijing Normal University ,China (Mainland),3,305,112,3.0,3.5,8.65,0,0.71
271.0,Beijing Normal University ,China (Mainland),3,323,107,3.5,3.5,8.55,1,0.73
271.0,Beijing Normal University ,China (Mainland),3,321,109,3.5,3.5,8.8,1,0.74
271.0,Beijing Normal University ,China (Mainland),3,323,110,4.0,3.5,9.1,1,0.79
271.0,Beijing Normal University ,China (Mainland),3,312,108,3.5,3.0,8.53,0,0.69
271.0,Beijing Normal University ,China (Mainland),3,320,104,3.0,3.5,8.74,1,0.76
271.0,Beijing Normal University ,China (Mainland),3,301,100,3.5,3.0,8.04,0,0.67
271.0,Beijing Normal University ,China (Mainland),3,324,111,2.5,2.0,8.8,1,0.79
271.0,Beijing Normal University ,China (Mainland),3,317,106,4.0,3.5,8.5,1,0.75
271.0,Beijing Normal University ,China (Mainland),3,323,104,4.0,4.0,8.44,1,0.73
271.0,Beijing Normal University ,China (Mainland),3,315,104,3.0,2.5,8.33,0,0.67
271.0,Beijing Normal University ,China (Mainland),3,326,116,3.5,4.0,9.14,1,0.81
271.0,Beijing Normal University ,China (Mainland),3,299,100,2.0,2.0,8.02,0,0.63
271.0,Beijing Normal University ,China (Mainland),3,327,113,3.5,3.0,8.66,1,0.8
271.0,Beijing Normal University ,China (Mainland),3,308,106,3.5,2.5,8.21,1,0.75
271.0,Beijing Normal University ,China (Mainland),3,319,108,3.0,3.5,8.54,1,0.71
271.0,Beijing Normal University ,China (Mainland),3,319,110,3.0,2.5,8.79,0,0.72
271.0,Beijing Normal University ,China (Mainland),3,312,107,3.0,3.0,8.46,1,0.75
271.0,Beijing Normal University ,China (Mainland),3,326,110,3.5,3.5,8.76,1,0.79
271.0,Beijing Normal University ,China (Mainland),3,308,106,3.0,3.0,8.24,0,0.58
271.0,Beijing Normal University ,China (Mainland),3,313,101,2.5,3.0,8.04,0,0.62
271.0,Beijing Normal University ,China (Mainland),3,318,107,3.0,3.5,8.27,1,0.74
271.0,Beijing Normal University ,China (Mainland),3,300,102,3.5,2.5,8.17,0,0.63
271.0,Beijing Normal University ,China (Mainland),3,327,109,3.5,4.0,8.77,1,0.79
271.0,Beijing Normal University ,China (Mainland),3,322,110,4.0,5.0,8.64,1,0.85
271.0,Beijing Normal University ,China (Mainland),3,313,102,3.5,4.0,8.9,1,0.77
271.0,Beijing Normal University ,China (Mainland),3,320,104,3.5,4.5,8.34,1,0.74
271.0,Beijing Normal University ,China (Mainland),3,324,110,3.5,3.0,9.22,1,0.89
271.0,Beijing Normal University ,China (Mainland),3,321,109,3.0,3.0,8.54,1,0.79
271.0,Beijing Normal University ,China (Mainland),3,322,104,3.5,4.0,8.84,1,0.78
271.0,Beijing Normal University ,China (Mainland),3,319,105,3.0,3.5,8.67,1,0.73
271.0,Beijing Normal University ,China (Mainland),3,300,100,3.0,3.5,8.26,0,0.62
271.0,Beijing Normal University ,China (Mainland),3,320,108,3.5,4.0,8.44,1,0.76
271.0,Beijing Normal University ,China (Mainland),3,318,106,2.0,3.0,8.65,0,0.71
271.0,Beijing Normal University ,China (Mainland),3,324,110,3.5,3.5,9.04,1,0.82
271.0,Beijing Normal University ,China (Mainland),3,325,107,3.0,3.5,9.11,1,0.84
271.0,Beijing Normal University ,China (Mainland),3,312,103,3.5,4.0,8.78,0,0.67
271.0,Beijing Normal University ,China (Mainland),3,324,109,3.5,3.0,8.94,1,0.78
271.0,Beijing Normal University ,China (Mainland),3,311,101,2.0,2.5,7.64,1,0.62
271.0,Beijing Normal University ,China (Mainland),3,302,99,2.5,3.0,7.45,0,0.52
271.0,Beijing Normal University ,China (Mainland),3,298,100,2.5,4.0,7.95,1,0.58
271.0,Beijing Normal University ,China (Mainland),3,297,101,2.0,4.0,7.67,1,0.57
271.0,Beijing Normal University ,China (Mainland),3,317,101,3.0,2.0,7.94,1,0.49
271.0,Beijing Normal University ,China (Mainland),3,315,104,4.0,2.5,8.1,0,0.65
271.0,Beijing Normal University ,China (Mainland),3,316,103,3.5,2.0,7.68,0,0.52
271.0,Beijing Normal University ,China (Mainland),3,299,100,2.0,3.0,7.42,0,0.42
271.0,Beijing Normal University ,China (Mainland),3,321,112,3.0,4.5,8.95,1,0.77
271.0,Beijing Normal University ,China (Mainland),3,312,106,3.0,5.0,8.57,0,0.71
271.0,Beijing Normal University ,China (Mainland),3,310,101,3.5,5.0,8.65,1,0.71
271.0,Beijing Normal University ,China (Mainland),3,311,104,4.0,3.5,8.13,1,0.74
271.0,Beijing Normal University ,China (Mainland),3,306,103,3.5,3.0,8.21,0,0.64
271.0,Beijing Normal University ,China (Mainland),3,320,108,3.5,5.0,8.97,1,0.84
271.0,Beijing Normal University ,China (Mainland),3,315,101,3.5,4.5,9.13,0,0.79
271.0,Beijing Normal University ,China (Mainland),3,319,103,2.5,4.0,8.76,1,0.73
271.0,Beijing Normal University ,China (Mainland),3,301,102,2.5,2.0,8.13,1,0.68
271.0,Beijing Normal University ,China (Mainland),3,304,107,3.5,3.0,7.86,0,0.57
271.0,Beijing Normal University ,China (Mainland),3,311,103,2.0,4.0,8.09,0,0.64
271.0,Beijing Normal University ,China (Mainland),3,300,101,3.5,2.5,7.88,0,0.59
271.0,Beijing Normal University ,China (Mainland),3,304,104,2.5,2.0,8.12,0,0.62
271.0,Beijing Normal University ,China (Mainland),3,318,103,4.0,4.5,8.49,1,0.71
271.0,Beijing Normal University ,China (Mainland),3,321,102,3.5,4.0,9.01,1,0.8
271.0,Beijing Normal University ,China (Mainland),3,317,106,3.5,3.0,7.89,1,0.73
271.0,Beijing Normal University ,China (Mainland),3,319,102,2.5,2.5,8.37,0,0.68
271.0,Beijing Normal University ,China (Mainland),3,322,112,3.0,4.0,8.62,1,0.76
271.0,Beijing Normal University ,China (Mainland),3,302,110,4.0,4.5,8.5,0,0.65
271.0,Beijing Normal University ,China (Mainland),3,301,99,2.5,2.0,8.45,1,0.68
272.0,Radboud University ,Netherlands,3,316,104,3.0,3.5,8.0,1,0.72
272.0,Radboud University ,Netherlands,3,322,110,3.5,2.5,8.67,1,0.8
272.0,Radboud University ,Netherlands,3,321,109,3.0,4.0,8.2,1,0.75
272.0,Radboud University ,Netherlands,3,323,108,3.5,3.0,8.6,0,0.45
272.0,Radboud University ,Netherlands,3,325,106,3.5,4.0,8.4,1,0.52
272.0,Radboud University ,Netherlands,3,307,109,4.0,3.0,8.0,1,0.62
272.0,Radboud University ,Netherlands,3,311,104,3.5,2.0,8.2,1,0.61
272.0,Radboud University ,Netherlands,3,314,105,3.5,2.5,8.3,0,0.54
272.0,Radboud University ,Netherlands,3,317,107,4.0,3.0,8.7,0,0.66
272.0,Radboud University ,Netherlands,3,319,106,4.0,3.0,8.0,1,0.65
272.0,Radboud University ,Netherlands,3,318,110,4.0,3.0,8.8,0,0.63
272.0,Radboud University ,Netherlands,3,303,102,3.5,3.0,8.5,0,0.62
272.0,Radboud University ,Netherlands,3,312,107,3.0,2.0,7.9,1,0.64
272.0,Radboud University ,Netherlands,3,327,103,4.0,4.0,8.3,1,0.74
272.0,Radboud University ,Netherlands,3,308,110,3.5,3.0,8.0,1,0.46
272.0,Radboud University ,Netherlands,3,321,110,3.5,5.0,8.85,1,0.82
272.0,Radboud University ,Netherlands,3,313,98,2.5,4.5,8.3,1,0.76
272.0,Radboud University ,Netherlands,3,322,110,3.0,3.5,8.0,0,0.7
272.0,Radboud University ,Netherlands,3,320,103,3.0,3.0,7.7,0,0.64
272.0,Radboud University ,Netherlands,3,316,102,2.0,3.0,7.4,0,0.64
272.0,Radboud University ,Netherlands,3,307,101,4.0,3.0,8.2,0,0.47
272.0,Radboud University ,Netherlands,3,325,111,3.0,3.5,8.7,0,0.52
272.0,Radboud University ,Netherlands,3,327,114,3.0,3.0,9.02,0,0.61
272.0,Radboud University ,Netherlands,3,318,109,3.5,4.0,9.22,1,0.68
272.0,Radboud University ,Netherlands,3,314,106,3.0,5.0,8.9,0,0.74
272.0,Radboud University ,Netherlands,3,327,112,3.0,3.0,8.72,1,0.74
272.0,Radboud University ,Netherlands,3,312,105,2.0,3.0,8.02,1,0.5
272.0,Radboud University ,Netherlands,3,315,106,4.5,3.5,8.42,0,0.72
272.0,Radboud University ,Netherlands,3,314,108,4.5,3.5,8.14,0,0.64
272.0,Radboud University ,Netherlands,3,299,97,5.0,3.5,7.66,0,0.38
272.0,Radboud University ,Netherlands,3,303,99,2.0,2.5,7.66,0,0.36
272.0,Radboud University ,Netherlands,3,331,120,4.0,4.0,8.96,1,0.86
272.0,Radboud University ,Netherlands,3,323,113,4.0,4.0,8.88,1,0.79
272.0,Radboud University ,Netherlands,3,322,107,3.5,3.5,8.46,1,0.71
272.0,Radboud University ,Netherlands,3,326,112,3.5,3.0,9.05,1,0.74
272.0,Radboud University ,Netherlands,3,316,110,4.0,4.5,8.78,1,0.69
272.0,Radboud University ,Netherlands,3,301,107,3.5,3.5,8.34,1,0.62
272.0,Radboud University ,Netherlands,3,311,105,3.5,3.0,8.45,1,0.59
272.0,Radboud University ,Netherlands,3,299,102,4.0,3.5,8.62,0,0.56
272.0,Radboud University ,Netherlands,3,308,108,3.5,3.5,8.22,0,0.61
272.0,Radboud University ,Netherlands,3,300,100,2.0,3.0,8.66,1,0.64
272.0,Radboud University ,Netherlands,3,323,113,4.0,3.0,9.32,1,0.85
272.0,Radboud University ,Netherlands,3,319,112,2.5,2.0,8.71,1,0.78
272.0,Radboud University ,Netherlands,3,326,112,3.5,3.0,9.1,1,0.84
272.0,Radboud University ,Netherlands,3,312,103,5.0,4.0,8.45,0,0.76
272.0,Radboud University ,Netherlands,3,315,105,2.0,2.5,8.48,0,0.75
272.0,Radboud University ,Netherlands,3,326,114,3.0,3.0,9.11,1,0.83
272.0,Radboud University ,Netherlands,3,324,105,3.0,4.0,8.75,0,0.79
272.0,Radboud University ,Netherlands,3,326,108,3.0,3.5,8.89,0,0.8
272.0,Radboud University ,Netherlands,3,312,109,3.0,3.0,8.69,0,0.77
272.0,Radboud University ,Netherlands,3,315,105,2.0,2.5,8.34,0,0.7
272.0,Radboud University ,Netherlands,3,318,109,3.0,3.0,8.5,0,0.67
272.0,Radboud University ,Netherlands,3,317,105,3.5,3.0,8.56,0,0.68
272.0,Radboud University ,Netherlands,3,302,102,3.5,5.0,8.33,0,0.65
272.0,Radboud University ,Netherlands,3,313,102,2.0,3.0,8.27,0,0.64
272.0,Radboud University ,Netherlands,3,319,110,3.5,3.5,9.04,0,0.82
272.0,Radboud University ,Netherlands,3,309,108,2.5,3.0,8.12,0,0.72
272.0,Radboud University ,Netherlands,3,307,102,3.0,3.0,8.27,0,0.73
272.0,Radboud University ,Netherlands,3,300,104,3.5,3.0,8.16,0,0.71
272.0,Radboud University ,Netherlands,3,314,110,4.0,4.0,8.8,0,0.75
272.0,Radboud University ,Netherlands,3,317,107,3.5,3.0,8.68,1,0.84
272.0,Radboud University ,Netherlands,3,316,109,3.5,3.0,8.76,0,0.77
272.0,Radboud University ,Netherlands,3,311,104,4.5,4.5,8.43,0,0.7
272.0,Radboud University ,Netherlands,3,313,107,4.0,4.5,8.69,0,0.72
272.0,Radboud University ,Netherlands,3,317,103,2.5,3.0,8.54,1,0.73
272.0,Radboud University ,Netherlands,3,298,105,3.5,4.0,8.54,0,0.69
272.0,Radboud University ,Netherlands,3,310,102,3.5,4.0,8.02,1,0.66
272.0,Radboud University ,Netherlands,3,301,104,3.5,4.0,8.12,1,0.68
272.0,Radboud University ,Netherlands,3,312,104,3.5,3.5,8.42,0,0.74
272.0,Radboud University ,Netherlands,3,313,103,4.0,4.0,8.75,0,0.76
272.0,Radboud University ,Netherlands,3,316,110,3.5,4.0,8.56,0,0.75
272.0,Radboud University ,Netherlands,3,318,112,4.0,3.5,8.67,0,0.71
272.0,Radboud University ,Netherlands,3,313,104,4.0,4.5,8.65,0,0.73
272.0,Radboud University ,Netherlands,3,319,106,3.5,2.5,8.33,1,0.74
272.0,Radboud University ,Netherlands,3,310,104,2.0,3.5,8.37,0,0.7
272.0,Radboud University ,Netherlands,3,324,115,3.5,3.0,8.76,1,0.7
272.0,Radboud University ,Netherlands,3,325,114,3.5,3.0,9.04,1,0.76
272.0,Radboud University ,Netherlands,3,316,105,3.0,3.5,8.73,0,0.72
272.0,Radboud University ,Netherlands,3,324,110,3.5,4.0,8.87,1,0.8
272.0,Radboud University ,Netherlands,3,321,111,3.5,4.0,8.83,1,0.77
272.0,Radboud University ,Netherlands,3,320,104,3.0,2.5,8.57,1,0.74
272.0,Radboud University ,Netherlands,3,309,99,4.0,4.0,8.56,0,0.76
272.0,Radboud University ,Netherlands,3,324,100,4.0,5.0,8.64,1,0.78
272.0,Radboud University ,Netherlands,3,312,104,3.5,4.0,8.09,0,0.71
272.0,Radboud University ,Netherlands,3,324,111,2.5,1.5,8.79,1,0.7
272.0,Radboud University ,Netherlands,3,313,102,2.5,2.5,8.68,0,0.71
272.0,Radboud University ,Netherlands,3,314,107,3.0,3.5,8.17,1,0.73
272.0,Radboud University ,Netherlands,3,322,110,3.5,3.0,8.96,1,0.78
272.0,Radboud University ,Netherlands,3,311,102,4.5,4.0,8.64,1,0.68
272.0,Radboud University ,Netherlands,3,317,110,4.0,4.5,9.11,1,0.8
272.0,Radboud University ,Netherlands,3,312,106,4.0,3.5,8.79,1,0.81
272.0,Radboud University ,Netherlands,3,321,111,2.5,3.0,8.9,1,0.8
272.0,Radboud University ,Netherlands,3,313,109,4.0,3.5,9.0,0,0.79
272.0,Radboud University ,Netherlands,3,310,107,3.5,3.5,8.67,0,0.76
272.0,Radboud University ,Netherlands,3,320,120,4.0,4.5,9.11,0,0.86
272.0,Radboud University ,Netherlands,3,330,114,4.5,4.5,9.24,1,0.9
272.0,Radboud University ,Netherlands,3,305,112,3.0,3.5,8.65,0,0.71
272.0,Radboud University ,Netherlands,3,323,107,3.5,3.5,8.55,1,0.73
272.0,Radboud University ,Netherlands,3,321,109,3.5,3.5,8.8,1,0.74
272.0,Radboud University ,Netherlands,3,323,110,4.0,3.5,9.1,1,0.79
272.0,Radboud University ,Netherlands,3,312,108,3.5,3.0,8.53,0,0.69
272.0,Radboud University ,Netherlands,3,320,104,3.0,3.5,8.74,1,0.76
272.0,Radboud University ,Netherlands,3,301,100,3.5,3.0,8.04,0,0.67
272.0,Radboud University ,Netherlands,3,324,111,2.5,2.0,8.8,1,0.79
272.0,Radboud University ,Netherlands,3,317,106,4.0,3.5,8.5,1,0.75
272.0,Radboud University ,Netherlands,3,323,104,4.0,4.0,8.44,1,0.73
272.0,Radboud University ,Netherlands,3,315,104,3.0,2.5,8.33,0,0.67
272.0,Radboud University ,Netherlands,3,326,116,3.5,4.0,9.14,1,0.81
272.0,Radboud University ,Netherlands,3,299,100,2.0,2.0,8.02,0,0.63
272.0,Radboud University ,Netherlands,3,327,113,3.5,3.0,8.66,1,0.8
272.0,Radboud University ,Netherlands,3,308,106,3.5,2.5,8.21,1,0.75
272.0,Radboud University ,Netherlands,3,319,108,3.0,3.5,8.54,1,0.71
272.0,Radboud University ,Netherlands,3,319,110,3.0,2.5,8.79,0,0.72
272.0,Radboud University ,Netherlands,3,312,107,3.0,3.0,8.46,1,0.75
272.0,Radboud University ,Netherlands,3,326,110,3.5,3.5,8.76,1,0.79
272.0,Radboud University ,Netherlands,3,308,106,3.0,3.0,8.24,0,0.58
272.0,Radboud University ,Netherlands,3,313,101,2.5,3.0,8.04,0,0.62
272.0,Radboud University ,Netherlands,3,318,107,3.0,3.5,8.27,1,0.74
272.0,Radboud University ,Netherlands,3,300,102,3.5,2.5,8.17,0,0.63
272.0,Radboud University ,Netherlands,3,327,109,3.5,4.0,8.77,1,0.79
272.0,Radboud University ,Netherlands,3,322,110,4.0,5.0,8.64,1,0.85
272.0,Radboud University ,Netherlands,3,313,102,3.5,4.0,8.9,1,0.77
272.0,Radboud University ,Netherlands,3,320,104,3.5,4.5,8.34,1,0.74
272.0,Radboud University ,Netherlands,3,324,110,3.5,3.0,9.22,1,0.89
272.0,Radboud University ,Netherlands,3,321,109,3.0,3.0,8.54,1,0.79
272.0,Radboud University ,Netherlands,3,322,104,3.5,4.0,8.84,1,0.78
272.0,Radboud University ,Netherlands,3,319,105,3.0,3.5,8.67,1,0.73
272.0,Radboud University ,Netherlands,3,300,100,3.0,3.5,8.26,0,0.62
272.0,Radboud University ,Netherlands,3,320,108,3.5,4.0,8.44,1,0.76
272.0,Radboud University ,Netherlands,3,318,106,2.0,3.0,8.65,0,0.71
272.0,Radboud University ,Netherlands,3,324,110,3.5,3.5,9.04,1,0.82
272.0,Radboud University ,Netherlands,3,325,107,3.0,3.5,9.11,1,0.84
272.0,Radboud University ,Netherlands,3,312,103,3.5,4.0,8.78,0,0.67
272.0,Radboud University ,Netherlands,3,324,109,3.5,3.0,8.94,1,0.78
272.0,Radboud University ,Netherlands,3,311,101,2.0,2.5,7.64,1,0.62
272.0,Radboud University ,Netherlands,3,302,99,2.5,3.0,7.45,0,0.52
272.0,Radboud University ,Netherlands,3,298,100,2.5,4.0,7.95,1,0.58
272.0,Radboud University ,Netherlands,3,297,101,2.0,4.0,7.67,1,0.57
272.0,Radboud University ,Netherlands,3,317,101,3.0,2.0,7.94,1,0.49
272.0,Radboud University ,Netherlands,3,315,104,4.0,2.5,8.1,0,0.65
272.0,Radboud University ,Netherlands,3,316,103,3.5,2.0,7.68,0,0.52
272.0,Radboud University ,Netherlands,3,299,100,2.0,3.0,7.42,0,0.42
272.0,Radboud University ,Netherlands,3,321,112,3.0,4.5,8.95,1,0.77
272.0,Radboud University ,Netherlands,3,312,106,3.0,5.0,8.57,0,0.71
272.0,Radboud University ,Netherlands,3,310,101,3.5,5.0,8.65,1,0.71
272.0,Radboud University ,Netherlands,3,311,104,4.0,3.5,8.13,1,0.74
272.0,Radboud University ,Netherlands,3,306,103,3.5,3.0,8.21,0,0.64
272.0,Radboud University ,Netherlands,3,320,108,3.5,5.0,8.97,1,0.84
272.0,Radboud University ,Netherlands,3,315,101,3.5,4.5,9.13,0,0.79
272.0,Radboud University ,Netherlands,3,319,103,2.5,4.0,8.76,1,0.73
272.0,Radboud University ,Netherlands,3,301,102,2.5,2.0,8.13,1,0.68
272.0,Radboud University ,Netherlands,3,304,107,3.5,3.0,7.86,0,0.57
272.0,Radboud University ,Netherlands,3,311,103,2.0,4.0,8.09,0,0.64
272.0,Radboud University ,Netherlands,3,300,101,3.5,2.5,7.88,0,0.59
272.0,Radboud University ,Netherlands,3,304,104,2.5,2.0,8.12,0,0.62
272.0,Radboud University ,Netherlands,3,318,103,4.0,4.5,8.49,1,0.71
272.0,Radboud University ,Netherlands,3,321,102,3.5,4.0,9.01,1,0.8
272.0,Radboud University ,Netherlands,3,317,106,3.5,3.0,7.89,1,0.73
272.0,Radboud University ,Netherlands,3,319,102,2.5,2.5,8.37,0,0.68
272.0,Radboud University ,Netherlands,3,322,112,3.0,4.0,8.62,1,0.76
272.0,Radboud University ,Netherlands,3,302,110,4.0,4.5,8.5,0,0.65
272.0,Radboud University ,Netherlands,3,301,99,2.5,2.0,8.45,1,0.68
273.0,University College Cork,Ireland,3,316,104,3.0,3.5,8.0,1,0.72
273.0,University College Cork,Ireland,3,322,110,3.5,2.5,8.67,1,0.8
273.0,University College Cork,Ireland,3,321,109,3.0,4.0,8.2,1,0.75
273.0,University College Cork,Ireland,3,323,108,3.5,3.0,8.6,0,0.45
273.0,University College Cork,Ireland,3,325,106,3.5,4.0,8.4,1,0.52
273.0,University College Cork,Ireland,3,307,109,4.0,3.0,8.0,1,0.62
273.0,University College Cork,Ireland,3,311,104,3.5,2.0,8.2,1,0.61
273.0,University College Cork,Ireland,3,314,105,3.5,2.5,8.3,0,0.54
273.0,University College Cork,Ireland,3,317,107,4.0,3.0,8.7,0,0.66
273.0,University College Cork,Ireland,3,319,106,4.0,3.0,8.0,1,0.65
273.0,University College Cork,Ireland,3,318,110,4.0,3.0,8.8,0,0.63
273.0,University College Cork,Ireland,3,303,102,3.5,3.0,8.5,0,0.62
273.0,University College Cork,Ireland,3,312,107,3.0,2.0,7.9,1,0.64
273.0,University College Cork,Ireland,3,327,103,4.0,4.0,8.3,1,0.74
273.0,University College Cork,Ireland,3,308,110,3.5,3.0,8.0,1,0.46
273.0,University College Cork,Ireland,3,321,110,3.5,5.0,8.85,1,0.82
273.0,University College Cork,Ireland,3,313,98,2.5,4.5,8.3,1,0.76
273.0,University College Cork,Ireland,3,322,110,3.0,3.5,8.0,0,0.7
273.0,University College Cork,Ireland,3,320,103,3.0,3.0,7.7,0,0.64
273.0,University College Cork,Ireland,3,316,102,2.0,3.0,7.4,0,0.64
273.0,University College Cork,Ireland,3,307,101,4.0,3.0,8.2,0,0.47
273.0,University College Cork,Ireland,3,325,111,3.0,3.5,8.7,0,0.52
273.0,University College Cork,Ireland,3,327,114,3.0,3.0,9.02,0,0.61
273.0,University College Cork,Ireland,3,318,109,3.5,4.0,9.22,1,0.68
273.0,University College Cork,Ireland,3,314,106,3.0,5.0,8.9,0,0.74
273.0,University College Cork,Ireland,3,327,112,3.0,3.0,8.72,1,0.74
273.0,University College Cork,Ireland,3,312,105,2.0,3.0,8.02,1,0.5
273.0,University College Cork,Ireland,3,315,106,4.5,3.5,8.42,0,0.72
273.0,University College Cork,Ireland,3,314,108,4.5,3.5,8.14,0,0.64
273.0,University College Cork,Ireland,3,299,97,5.0,3.5,7.66,0,0.38
273.0,University College Cork,Ireland,3,303,99,2.0,2.5,7.66,0,0.36
273.0,University College Cork,Ireland,3,331,120,4.0,4.0,8.96,1,0.86
273.0,University College Cork,Ireland,3,323,113,4.0,4.0,8.88,1,0.79
273.0,University College Cork,Ireland,3,322,107,3.5,3.5,8.46,1,0.71
273.0,University College Cork,Ireland,3,326,112,3.5,3.0,9.05,1,0.74
273.0,University College Cork,Ireland,3,316,110,4.0,4.5,8.78,1,0.69
273.0,University College Cork,Ireland,3,301,107,3.5,3.5,8.34,1,0.62
273.0,University College Cork,Ireland,3,311,105,3.5,3.0,8.45,1,0.59
273.0,University College Cork,Ireland,3,299,102,4.0,3.5,8.62,0,0.56
273.0,University College Cork,Ireland,3,308,108,3.5,3.5,8.22,0,0.61
273.0,University College Cork,Ireland,3,300,100,2.0,3.0,8.66,1,0.64
273.0,University College Cork,Ireland,3,323,113,4.0,3.0,9.32,1,0.85
273.0,University College Cork,Ireland,3,319,112,2.5,2.0,8.71,1,0.78
273.0,University College Cork,Ireland,3,326,112,3.5,3.0,9.1,1,0.84
273.0,University College Cork,Ireland,3,312,103,5.0,4.0,8.45,0,0.76
273.0,University College Cork,Ireland,3,315,105,2.0,2.5,8.48,0,0.75
273.0,University College Cork,Ireland,3,326,114,3.0,3.0,9.11,1,0.83
273.0,University College Cork,Ireland,3,324,105,3.0,4.0,8.75,0,0.79
273.0,University College Cork,Ireland,3,326,108,3.0,3.5,8.89,0,0.8
273.0,University College Cork,Ireland,3,312,109,3.0,3.0,8.69,0,0.77
273.0,University College Cork,Ireland,3,315,105,2.0,2.5,8.34,0,0.7
273.0,University College Cork,Ireland,3,318,109,3.0,3.0,8.5,0,0.67
273.0,University College Cork,Ireland,3,317,105,3.5,3.0,8.56,0,0.68
273.0,University College Cork,Ireland,3,302,102,3.5,5.0,8.33,0,0.65
273.0,University College Cork,Ireland,3,313,102,2.0,3.0,8.27,0,0.64
273.0,University College Cork,Ireland,3,319,110,3.5,3.5,9.04,0,0.82
273.0,University College Cork,Ireland,3,309,108,2.5,3.0,8.12,0,0.72
273.0,University College Cork,Ireland,3,307,102,3.0,3.0,8.27,0,0.73
273.0,University College Cork,Ireland,3,300,104,3.5,3.0,8.16,0,0.71
273.0,University College Cork,Ireland,3,314,110,4.0,4.0,8.8,0,0.75
273.0,University College Cork,Ireland,3,317,107,3.5,3.0,8.68,1,0.84
273.0,University College Cork,Ireland,3,316,109,3.5,3.0,8.76,0,0.77
273.0,University College Cork,Ireland,3,311,104,4.5,4.5,8.43,0,0.7
273.0,University College Cork,Ireland,3,313,107,4.0,4.5,8.69,0,0.72
273.0,University College Cork,Ireland,3,317,103,2.5,3.0,8.54,1,0.73
273.0,University College Cork,Ireland,3,298,105,3.5,4.0,8.54,0,0.69
273.0,University College Cork,Ireland,3,310,102,3.5,4.0,8.02,1,0.66
273.0,University College Cork,Ireland,3,301,104,3.5,4.0,8.12,1,0.68
273.0,University College Cork,Ireland,3,312,104,3.5,3.5,8.42,0,0.74
273.0,University College Cork,Ireland,3,313,103,4.0,4.0,8.75,0,0.76
273.0,University College Cork,Ireland,3,316,110,3.5,4.0,8.56,0,0.75
273.0,University College Cork,Ireland,3,318,112,4.0,3.5,8.67,0,0.71
273.0,University College Cork,Ireland,3,313,104,4.0,4.5,8.65,0,0.73
273.0,University College Cork,Ireland,3,319,106,3.5,2.5,8.33,1,0.74
273.0,University College Cork,Ireland,3,310,104,2.0,3.5,8.37,0,0.7
273.0,University College Cork,Ireland,3,324,115,3.5,3.0,8.76,1,0.7
273.0,University College Cork,Ireland,3,325,114,3.5,3.0,9.04,1,0.76
273.0,University College Cork,Ireland,3,316,105,3.0,3.5,8.73,0,0.72
273.0,University College Cork,Ireland,3,324,110,3.5,4.0,8.87,1,0.8
273.0,University College Cork,Ireland,3,321,111,3.5,4.0,8.83,1,0.77
273.0,University College Cork,Ireland,3,320,104,3.0,2.5,8.57,1,0.74
273.0,University College Cork,Ireland,3,309,99,4.0,4.0,8.56,0,0.76
273.0,University College Cork,Ireland,3,324,100,4.0,5.0,8.64,1,0.78
273.0,University College Cork,Ireland,3,312,104,3.5,4.0,8.09,0,0.71
273.0,University College Cork,Ireland,3,324,111,2.5,1.5,8.79,1,0.7
273.0,University College Cork,Ireland,3,313,102,2.5,2.5,8.68,0,0.71
273.0,University College Cork,Ireland,3,314,107,3.0,3.5,8.17,1,0.73
273.0,University College Cork,Ireland,3,322,110,3.5,3.0,8.96,1,0.78
273.0,University College Cork,Ireland,3,311,102,4.5,4.0,8.64,1,0.68
273.0,University College Cork,Ireland,3,317,110,4.0,4.5,9.11,1,0.8
273.0,University College Cork,Ireland,3,312,106,4.0,3.5,8.79,1,0.81
273.0,University College Cork,Ireland,3,321,111,2.5,3.0,8.9,1,0.8
273.0,University College Cork,Ireland,3,313,109,4.0,3.5,9.0,0,0.79
273.0,University College Cork,Ireland,3,310,107,3.5,3.5,8.67,0,0.76
273.0,University College Cork,Ireland,3,320,120,4.0,4.5,9.11,0,0.86
273.0,University College Cork,Ireland,3,330,114,4.5,4.5,9.24,1,0.9
273.0,University College Cork,Ireland,3,305,112,3.0,3.5,8.65,0,0.71
273.0,University College Cork,Ireland,3,323,107,3.5,3.5,8.55,1,0.73
273.0,University College Cork,Ireland,3,321,109,3.5,3.5,8.8,1,0.74
273.0,University College Cork,Ireland,3,323,110,4.0,3.5,9.1,1,0.79
273.0,University College Cork,Ireland,3,312,108,3.5,3.0,8.53,0,0.69
273.0,University College Cork,Ireland,3,320,104,3.0,3.5,8.74,1,0.76
273.0,University College Cork,Ireland,3,301,100,3.5,3.0,8.04,0,0.67
273.0,University College Cork,Ireland,3,324,111,2.5,2.0,8.8,1,0.79
273.0,University College Cork,Ireland,3,317,106,4.0,3.5,8.5,1,0.75
273.0,University College Cork,Ireland,3,323,104,4.0,4.0,8.44,1,0.73
273.0,University College Cork,Ireland,3,315,104,3.0,2.5,8.33,0,0.67
273.0,University College Cork,Ireland,3,326,116,3.5,4.0,9.14,1,0.81
